fieldsurfacetype,streetno,sportsplayed,facilityname,numberfieldcourts,facilitycondition,facilityupgradeage,facility_id,postcode,facilityage,streettype,changerooms,longitude,latitude,faciltysportplayedid,objectid,suburbtown,lga,streetname
Clay,118,Tennis (Outdoor),Deepdene Park,4,4. Good,1 - 5 Years,BOROON11019,3103,11 - 25 Years,Road,null,145.067802,-37.812824,25330,1356,BALWYN,BOROONDARA,Whitehorse
null,6,Tennis (Outdoor),Grace Park Tennis,8,null,null,BOROON11032,3122,null,Crescent,null,145.029343,-37.82028,25258,1357,HAWTHORN,BOROONDARA,Hilda
Clay,11,Tennis (Outdoor),Greythorn Park,6,3. Average,null,BOROON11034,3104,11 - 25 Years,Street,"Female, Male",145.09298,-37.798038,25331,1358,BALWYN NORTH,BOROONDARA,Alpha
Clay,13,Tennis (Outdoor),Hawthorn Tennis Club,7,3. Average,null,BOROON11039,3122,11 - 25 Years,Avenue,"Female, Male",145.036114,-37.825335,25333,1359,HAWTHORN,BOROONDARA,Swinburne
Clay,332,Tennis (Outdoor),Howard Dawson Reserve,4,5. Very Good,1 - 5 Years,BOROON11044,3146,51 Years +,Road,"Female, Male, Unisex",145.054364,-37.850766,25335,1360,GLEN IRIS,BOROONDARA,Burke
null,null,Tennis (Outdoor),Kew East Catholic Tennis Club,7,null,null,BOROON11046,3102,null,Street,null,145.057029,-37.791588,25275,1361,KEW EAST,BOROONDARA,Leason
Clay,397,Tennis (Outdoor),Kew Heights Sports Club,6,null,null,BOROON11048,3101,null,Road,null,145.052962,-37.816157,25339,1362,KEW,BOROONDARA,Barkers
Clay,null,Tennis (Outdoor),North Balwyn Tennis Club,8,3. Average,null,BOROON11059,3104,26 - 50 Years,Avenue,"Female, Male",145.078155,-37.799373,25345,1363,BALWYN NORTH,BOROONDARA,Buchanan
Grass,null,Tennis (Outdoor),Swinburne Reserve,3,null,null,BOROON11064,3123,null,Road,null,145.051164,-37.828503,25305,1364,HAWTHORN EAST,BOROONDARA,Camberwell
null,490,Tennis (Outdoor),Victoria Park,6,5. Very Good,1 - 5 Years,BOROON11065,3101,51 Years +,Street,null,145.047314,-37.802717,25346,1365,KEW,BOROONDARA,High
Clay,10,Tennis (Outdoor),Willison Park,6,5. Very Good,null,BOROON11070,3124,0 - 5 Years,Avenue,"Female, Male",145.071687,-37.839196,25347,1366,CAMBERWELL,BOROONDARA,Culliton
null,8,Volleyball,Ashburton Pool and Recreation Centre,2,4. Good,N/A,BOROON11001,3147,11 - 25 Years,Avenue,"Female, Male",145.085201,-37.866851,25195,1367,ASHBURTON,BOROONDARA,Warner
Grass,190,Australian Rules Football,Point Lonsdale Oval,1,null,null,BOROUG11069,3225,null,Road,null,144.618806,-38.276147,17527,1368,POINT LONSDALE,QUEENSCLIFFE,Point Lonsdale
Grass,134 - 140,Australian Rules Football,Queenscliffe Recreation Reserve,1,4. Good,Upgrade in progress,BOROUG11071,3225,26 - 50 Years,Street,"Female, Male, Umpire/Officials",144.656837,-38.272171,17529,1369,QUEENSCLIFFE,QUEENSCLIFFE,Hesse
Synthetic Pitch,190,Cricket,Point Lonsdale Oval,1,null,null,BOROUG11069,3225,null,Road,null,144.618806,-38.276147,17535,1370,POINT LONSDALE,QUEENSCLIFFE,Point Lonsdale
Synthetic Pitch,134 - 140,Cricket,Queenscliffe Recreation Reserve,1,4. Good,Upgrade in progress,BOROUG11071,3225,26 - 50 Years,Street,"Female, Male, Umpire/Officials",144.656837,-38.272171,17530,1371,QUEENSCLIFFE,QUEENSCLIFFE,Hesse
Grass,118,Croquet,"Queenscliff Bowling, Tennis and Croquet Club",1,5. Very Good,N/A,BOROUG11072,3225,11 - 25 Years,Street,"Female, Male",144.658536,-38.271623,17538,1372,QUEENSCLIFF,QUEENSCLIFFE,Hesse
Artificial Turf,24 -34,Lawn Bowls,Point Lonsdale Bowls Club,2,5. Very Good,1 - 5 Years,BOROUG11068,3225,26 - 50 Years,Road,"Female, Male",144.614418,-38.287074,17526,1373,POINT LONSDALE,QUEENSCLIFFE,Point Lonsdale
Grass,118,Lawn Bowls,"Queenscliff Bowling, Tennis and Croquet Club",2,5. Very Good,N/A,BOROUG11072,3225,11 - 25 Years,Street,"Female, Male",144.658536,-38.271623,17536,1374,QUEENSCLIFF,QUEENSCLIFFE,Hesse
Artificial Turf,118,Lawn Bowls,"Queenscliff Bowling, Tennis and Croquet Club",1,5. Very Good,N/A,BOROUG11072,3225,11 - 25 Years,Street,"Female, Male",144.658536,-38.271623,17537,1375,QUEENSCLIFF,QUEENSCLIFFE,Hesse
Asphalt,118,Netball,"Queenscliff Bowling, Tennis and Croquet Club",2,3. Average,N/A,BOROUG11072,3225,6 - 10 Years,Street,Female,144.658536,-38.271623,17540,1376,QUEENSCLIFF,QUEENSCLIFFE,Hesse
null,null,Sailing,Queenscliff Cruising Yacht Club,null,null,null,BOROUG11278,3225,null,Island,null,144.667692,-38.261662,26780,1377,QUEENSCLIFF,QUEENSCLIFFE,Sand
null,90,Sailing,Queenscliff Lonsdale Yacht Club,null,null,null,BOROUG11279,3225,null,Street,null,144.648617,-38.267063,26781,1378,QUEENSCLIFF,QUEENSCLIFFE,King
Concrete Pitch,240,Skating,Point Lonsdale Skatepark,1,2. Poor,N/A,BOROUG11070,3225,11 - 25 Years,Road,null,144.62453,-38.272894,17528,1379,POINT LONSDALE,QUEENSCLIFFE,Point Lonsdale
null,58 -74,Surf Life Saving,Point Lonsdale Tennis Club,null,3. Average,N/A,BOROUG11073,3225,26 - 50 Years,Road,"Female, Male",144.602517,-38.28588,17543,1380,POINT LONSDALE,GREATER GEELONG,Ocean
Hard Court,58 -74,Tennis (Outdoor),Point Lonsdale Tennis Club,2,3. Average,N/A,BOROUG11073,3225,26 - 50 Years,Road,"Female, Male",144.602517,-38.28588,17542,1381,POINT LONSDALE,GREATER GEELONG,Ocean
Artificial Turf,58 -74,Tennis (Outdoor),Point Lonsdale Tennis Club,4,3. Average,N/A,BOROUG11073,3225,26 - 50 Years,Road,"Female, Male",144.602517,-38.28588,17541,1382,POINT LONSDALE,GREATER GEELONG,Ocean
Artificial Turf,118,Tennis (Outdoor),"Queenscliff Bowling, Tennis and Croquet Club",4,5. Very Good,N/A,BOROUG11072,3225,11 - 25 Years,Street,"Female, Male",144.658536,-38.271623,17539,1383,QUEENSCLIFF,QUEENSCLIFFE,Hesse
null,null,Athletics,JR Parsons Reserve,null,null,null,BRIMBA8361,3020,null,Street,null,144.836154,-37.79601,26343,1384,SUNSHINE,BRIMBANK,Stanford
null,null,Athletics,Keilor Park Recreational Reserve,1,null,null,BRIMBA8369,3042,null,Drive,null,144.855205,-37.714786,26354,1385,KEILOR PARK,BRIMBANK,Stadium
null,null,Athletics,Moore Park,null,null,null,BRIMBA8381,3023,null,Street,null,144.795845,-37.773301,26381,1386,DEER PARK,BRIMBANK,Esmond
null,null,Athletics,Sassella Park,1,null,null,BRIMBA8391,3023,null,Road,null,144.774164,-37.764036,26393,1387,DEER PARK,BRIMBANK,Station
Grass,null,Australian Rules Football,Ainsworth Reserve,1,null,null,BRIMBA8324,3020,null,Road,null,144.800896,-37.7868,26286,1388,SUNSHINE,BRIMBANK,Glengala
Grass,null,Australian Rules Football,Cairnlea Park,1,null,null,BRIMBA8335,3023,null,Road,null,144.793563,-37.758821,26301,1389,CAIRNLEA,BRIMBANK,Furlong
Grass,null,Australian Rules Football,Deer Park Reserve,null,null,null,BRIMBA8344,3023,null,Road,null,144.777832,-37.771846,26313,1390,DEER PARK,BRIMBANK,Ballarat
Grass,null,Australian Rules Football,Delahey Recreation Reserve,null,null,null,BRIMBA8345,3037,null,Avenue,null,144.7741,-37.7164,26315,1391,DELAHEY,BRIMBANK,Goldsmith
Grass,null,Australian Rules Football,Dempster Park,1,null,null,BRIMBA8346,3020,null,Street,null,144.837725,-37.775225,26318,1392,SUNSHINE,BRIMBANK,Phoenix
Grass,null,Australian Rules Football,Errington Reserve,1,null,null,BRIMBA8348,3021,null,Street,null,144.803277,-37.745542,26322,1393,ST ALBANS,BRIMBANK,Percy
Grass,null,Australian Rules Football,Green Gully Reserve,1,null,null,BRIMBA8355,3036,null,Road,null,144.818828,-37.725518,26331,1394,KEILOR,BRIMBANK,Green Gully
Grass,null,Australian Rules Football,John McLeod Reserve,null,null,null,BRIMBA8360,3023,null,Street,null,144.777673,-37.771918,26341,1395,DEER PARK,BRIMBANK,Hume
Grass,null,Australian Rules Football,JR Parsons Reserve,1,null,null,BRIMBA8361,3020,null,Street,null,144.836154,-37.79601,26344,1396,SUNSHINE,BRIMBANK,Stanford
Grass,null,Australian Rules Football,Keilor Park Recreational Reserve,2,null,null,BRIMBA8369,3042,null,Drive,null,144.855205,-37.714786,26355,1397,KEILOR PARK,BRIMBANK,Stadium
Grass,null,Australian Rules Football,Keilor Recreation Reserve,1,null,null,BRIMBA8371,3036,null,Highway,null,144.832595,-37.717403,26362,1398,KEILOR,BRIMBANK,Old Calder
Grass,null,Australian Rules Football,Kevin Flint Reserve,1,null,null,BRIMBA8372,3023,null,Road,null,144.793504,-37.758816,26365,1399,CAIRNLEA,BRIMBANK,Furlong
Grass,null,Australian Rules Football,Kings Park,1,null,null,BRIMBA8375,3021,null,Road,null,144.776658,-37.732765,26370,1400,ST ALBANS,BRIMBANK,Gillespie
Grass,null,Australian Rules Football,Lionheart Reserve,2,null,null,BRIMBA8377,3038,null,Avenue,null,144.791658,-37.708386,26374,1401,TAYLORS LAKES,BRIMBANK,Lionheart
Grass,null,Australian Rules Football,Robert Bruce Reserve,1,null,null,BRIMBA8389,3023,null,Street,null,144.77654,-37.754068,26390,1402,DEER PARK,BRIMBANK,Gould
Grass,null,Australian Rules Football,Selwyn Park,1,null,null,BRIMBA8392,3020,null,Street,null,144.814164,-37.781765,26395,1403,ALBION,BRIMBANK,Selwyn
Grass,null,Australian Rules Football,Tallintyre Reserve,1,null,null,BRIMBA8403,3020,null,Street,null,144.811911,-37.799758,26415,1404,SUNSHINE,BRIMBANK,Kermeen
null,null,Baseball,Barclay Reserve,1,null,null,BRIMBA8329,3020,null,Street,null,144.825909,-37.781009,26295,1405,ALBION,BRIMBANK,Talmage
null,null,Basketball,Brimbank College,null,null,null,BRIMBA8332,3021,null,Street,null,144.784559,-37.740071,26298,1406,ST ALBANS,BRIMBANK,Jamieson
null,null,Basketball,Keilor Basketball Stadium,3,null,null,BRIMBA8364,3042,null,Drive,null,144.848237,-37.713334,26348,1407,KEILOR PARK,BRIMBANK,Stadium
null,null,Basketball,Sydenham Primary School,null,null,null,BRIMBA8402,3037,null,Hub,null,144.760113,-37.702404,26414,1408,SYDENHAM,BRIMBANK,Community
null,25,Basketball,West Sunshine Community Centre,null,null,null,BRIMBA8407,3020,null,Street,null,144.812193,-37.798696,26421,1409,SUNSHINE,BRIMBANK,Kermeen
null,null,BMX,Brimbank Park,null,null,null,BRIMBA8333,3036,null,Drive,null,144.837251,-37.73029,26299,1410,KEILOR,BRIMBANK,Keilor Park
null,null,BMX,Carrington Reserve,null,null,null,BRIMBA8336,3020,null,Drive,null,144.810941,-37.770928,26303,1411,ALBION,BRIMBANK,Carrington
null,null,Bocce,Carrington Reserve,null,null,null,BRIMBA8336,3020,null,Drive,null,144.810941,-37.770928,26304,1412,ALBION,BRIMBANK,Carrington
null,null,Bocce,Green Gully Reserve,null,null,null,BRIMBA8355,3036,null,Road,null,144.818828,-37.725518,26332,1413,KEILOR,BRIMBANK,Green Gully
null,10,Boxing,Max Bowman Gymnasium,null,null,null,BRIMBA8379,3020,null,Avenue,null,144.843339,-37.783767,26379,1414,SUNSHINE,BRIMBANK,Dorothy
null,null,Callisthenics,Keilor Downs Primary School,null,null,null,BRIMBA8367,3038,null,Crescent,null,144.808299,-37.717249,26352,1415,KEILOR DOWNS,BRIMBANK,Swindon
null,null,Callisthenics,St Albans East Primary School,null,null,null,BRIMBA8395,3021,null,Avenue,null,144.810649,-37.742532,26405,1416,ST ALBANS,BRIMBANK,Station
null,null,Cricket,Ainsworth Reserve,2,null,null,BRIMBA8324,3020,null,Road,null,144.800896,-37.7868,26287,1417,SUNSHINE,BRIMBANK,Glengala
null,null,Cricket,Arthur Beachley Reserve,1,null,null,BRIMBA8327,3020,null,Street,null,144.823844,-37.797168,26291,1418,SUNSHINE,BRIMBANK,Ardoyne
null,null,Cricket,Balmoral Park Reserve,2,null,null,BRIMBA8328,3030,null,Boulevard,null,144.765845,-37.791913,26293,1419,DERRIMUT,BRIMBANK,Windsor
Synthetic Pitch,null,Cricket,Bon Thomas Reserve,2,null,null,BRIMBA8331,3023,null,Road,null,144.763948,-37.774227,26297,1420,DEER PARK,BRIMBANK,Bayliss
null,null,Cricket,Deer Park Reserve,null,null,null,BRIMBA8344,3023,null,Road,null,144.777832,-37.771846,26314,1421,DEER PARK,BRIMBANK,Ballarat
null,null,Cricket,Delahey Recreation Reserve,null,null,null,BRIMBA8345,3037,null,Avenue,null,144.7741,-37.7164,26316,1422,DELAHEY,BRIMBANK,Goldsmith
null,null,Cricket,Dempster Park,1,null,null,BRIMBA8346,3020,null,Street,null,144.837725,-37.775225,26319,1423,SUNSHINE,BRIMBANK,Phoenix
Synthetic Pitch,null,Cricket,Diamond Reserve,1,null,null,BRIMBA8347,3021,null,Avenue,null,144.774144,-37.745439,26321,1424,ALBANVALE,BRIMBANK,Diamond
null,null,Cricket,Errington Reserve,1,null,null,BRIMBA8348,3021,null,Street,null,144.803277,-37.745542,26323,1425,ST ALBANS,BRIMBANK,Percy
null,null,Cricket,Green Gully Reserve,1,null,null,BRIMBA8355,3036,null,Road,null,144.818828,-37.725518,26333,1426,KEILOR,BRIMBANK,Green Gully
null,null,Cricket,John McLeod Reserve,null,null,null,BRIMBA8360,3023,null,Street,null,144.777673,-37.771918,26342,1427,DEER PARK,BRIMBANK,Hume
null,null,Cricket,JR Parsons Reserve,1,null,null,BRIMBA8361,3020,null,Street,null,144.836154,-37.79601,26345,1428,SUNSHINE,BRIMBANK,Stanford
null,null,Cricket,Keilor Park Recreational Reserve,2,null,null,BRIMBA8369,3042,null,Drive,null,144.855205,-37.714786,26356,1429,KEILOR PARK,BRIMBANK,Stadium
null,null,Cricket,Keilor Recreation Reserve,1,null,null,BRIMBA8371,3036,null,Highway,null,144.832595,-37.717403,26363,1430,KEILOR,BRIMBANK,Old Calder
null,null,Cricket,Kevin Flint Reserve,1,null,null,BRIMBA8372,3023,null,Road,null,144.793504,-37.758816,26366,1431,CAIRNLEA,BRIMBANK,Furlong
Turf Pitch,null,Cricket,Kings Park,1,null,null,BRIMBA8375,3021,null,Road,null,144.776658,-37.732765,26371,1432,ST ALBANS,BRIMBANK,Gillespie
null,null,Cricket,Lionheart Reserve,2,null,null,BRIMBA8377,3038,null,Avenue,null,144.791658,-37.708386,26375,1433,TAYLORS LAKES,BRIMBANK,Lionheart
null,null,Cricket,Loyd Reserve,1,null,null,BRIMBA8378,3021,null,Avenue,null,144.822827,-37.764186,26377,1434,ST ALBANS,BRIMBANK,Lurg
null,null,Cricket,Robert Bruce Reserve,1,null,null,BRIMBA8389,3023,null,Street,null,144.77654,-37.754068,26391,1435,DEER PARK,BRIMBANK,Gould
null,null,Cricket,Selwyn Park,null,null,null,BRIMBA8392,3020,null,Street,null,144.814164,-37.781765,26396,1436,ALBION,BRIMBANK,Selwyn
null,50,Dancing,Deer Park Hall,null,null,null,BRIMBA8342,3023,null,Road,null,144.774682,-37.773404,26310,1437,DEER PARK,BRIMBANK,Station
null,null,Dancing,Glengala Community Centre,null,null,null,BRIMBA8354,3020,null,Road,null,144.816638,-37.790274,26330,1438,SUNSHINE,BRIMBANK,Glengala
null,null,Dancing,Old Shire Hall,null,null,null,BRIMBA8382,3036,null,Highway,null,144.833525,-37.719093,26383,1439,KEILOR,BRIMBANK,Old Calder
null,null,Dancing,St Albans Community Youth Club,null,null,null,BRIMBA8394,3021,null,Road East,null,144.815068,-37.745952,26401,1440,ST ALBANS,BRIMBANK,Main
null,null,Dancing,Urban Force Studio,null,null,null,BRIMBA8405,3021,null,Avenue,null,144.8272,-37.740183,26418,1441,KEALBA,BRIMBANK,Sunshine
null,null,Dancing,Westvale Community Centre,null,null,null,BRIMBA8408,3021,null,Road,null,144.780034,-37.737296,26425,1442,ST ALBANS,BRIMBANK,Kings
null,80,Fitness / Gymnasium Workouts,Anytime Fitness Keilor Downs,null,null,null,BRIMBA5539,3038,null,Road,null,144.806626,-37.72728,27883,1443,KEILOR DOWNS,BRIMBANK,Taylors
null,null,Fitness / Gymnasium Workouts,Brimbank Sports Centre,null,null,null,BRIMBA8334,3021,null,Street,null,144.80018,-37.747165,26300,1444,ST ALBANS,BRIMBANK,McKechnie
null,1-Mar,Fitness / Gymnasium Workouts,Curves Taylors Lakes,null,null,null,BRIMBA5540,3038,null,Highway,null,144.806626,-37.72728,27884,1445,TAYLORS LAKES,BRIMBANK,Melton
null,399,Fitness / Gymnasium Workouts,Fenix Fitness Taylors Lakes,null,null,null,BRIMBA8349,3038,null,Highway,null,144.774151,-37.700147,26325,1446,TAYLORS LAKES,BRIMBANK,Melton
null,511/521,Fitness / Gymnasium Workouts,Fernwood Gym,null,null,null,BRIMBA8350,3037,null,Highway,null,144.767025,-37.695334,26326,1447,SYDENHAM,BRIMBANK,Melton
null,10-Jan,Fitness / Gymnasium Workouts,Fernwood Women's Health Clubs,null,null,null,BRIMBA8351,3043,null,Drive,null,144.883845,-37.70207,26327,1448,TULLAMARINE,HUME,Carrick
null,35,Fitness / Gymnasium Workouts,Focus Health & Fitness,null,null,null,BRIMBA8353,3043,null,Drive,null,144.884997,-37.700289,26329,1449,TULLAMARINE,HUME,Carrick
null,399,Fitness / Gymnasium Workouts,Goodlife Health Clubs Taylors Lakes,null,null,null,BRIMBA5538,3038,null,Highway,null,144.774459,-37.700632,27882,1450,TAYLORS LAKES,BRIMBANK,Melton
null,101,Fitness / Gymnasium Workouts,Health Club 101,null,null,null,BRIMBA8357,3021,null,Road West,null,144.796567,-37.744148,26337,1451,ST ALBANS,BRIMBANK,Main
null,null,Fitness / Gymnasium Workouts,Kaye's Unique Toning,null,null,null,BRIMBA8362,3038,null,Court,null,144.789464,-37.707826,26347,1452,TAYLORS LAKES,BRIMBANK,Sceptre
null,15/17,Fitness / Gymnasium Workouts,Kieser Training,null,null,null,BRIMBA8374,3037,null,Boulevard,null,144.767008,-37.695258,26369,1453,SYDENHAM,BRIMBANK,Overton Lea
null,7,Fitness / Gymnasium Workouts,Kore Wellness & Swim School,null,null,null,BRIMBA5541,3038,null,Highway,"Female, Male",144.79779,-37.701702,27885,1454,TAYLORS LAKES,BRIMBANK,Melton
null,151,Fitness / Gymnasium Workouts,Platinum Health & Pilates,null,null,null,BRIMBA8386,3020,null,Street,null,144.827799,-37.780525,26387,1455,SUNSHINE,BRIMBANK,Anderson
null,1-Nov,Fitness / Gymnasium Workouts,Run With Me Fitness Club Sunshine West,null,null,null,BRIMBA5533,3020,null,Drive,null,144.789894,-37.79186,27876,1456,SUNSHINE WEST,BRIMBANK,David
null,54A,Fitness / Gymnasium Workouts,Samurai Karate Sunshine,null,null,null,BRIMBA8390,3020,null,Place,null,144.833454,-37.787273,27877,1457,SUNSHINE,BRIMBANK,Station
null,null,Fitness / Gymnasium Workouts,St Albans Campus Fitness Centre,null,null,null,BRIMBA8393,3021,null,Street,null,144.798147,-37.752777,26399,1458,ST ALBANS,BRIMBANK,McKechnie
null,90,Fitness / Gymnasium Workouts,St Albans Leisure Centre,null,null,null,BRIMBA8396,3021,null,Road,null,144.804954,-37.728203,26406,1459,ST ALBANS,BRIMBANK,Taylors
null,5,Fitness / Gymnasium Workouts,Sunshine Swim & Leisure Centre,null,null,null,BRIMBA8401,3020,null,Street,null,144.835023,-37.784577,26412,1460,SUNSHINE,BRIMBANK,Kennedy
null,555,Fitness / Gymnasium Workouts,The Lakes Health & Fitness Centre,null,null,null,BRIMBA8404,3020,null,Avenue,"Female, Male",144.80096,-37.703161,26416,1461,SUNSHINE,BRIMBANK,Sunshine
null,null,Fitness / Gymnasium Workouts,Victorian University Fitness Centre,null,null,null,BRIMBA8406,3021,null,Street,null,144.798147,-37.752777,26419,1462,ST ALBANS,BRIMBANK,McKechnie
null,131,Fitness / Gymnasium Workouts,World Gym Sunshine,null,null,null,BRIMBA8330,3020,null,Road,null,144.828995,-37.779588,26296,1463,SUNSHINE,BRIMBANK,Harvester
null,656,Fitness / Gymnasium Workouts,Xplode 24 Hr Gym,null,null,null,BRIMBA5534,3020,null,Road,null,144.817151,-37.805148,27878,1464,SUNSHINE WEST,BRIMBANK,Somerville
18 Hole Course - Public,540,Golf,Keilor Public Golf Course and Driving Range,18,null,null,BRIMBA8370,3036,null,Highway,null,144.793983,-37.684865,26361,1465,KEILOR,BRIMBANK,Calder
18 Hole Course - Public,475,Golf,Sunshine Golf Club,1,null,null,BRIMBA8399,3020,null,Road,null,144.773947,-37.793618,26410,1466,DERRIMUT,BRIMBANK,Mt Derrimut
null,12,Gymnastics,Gymnastics Unlimited,null,null,null,BRIMBA11479,3021,null,Court,null,144.827302,-37.740416,27312,1467,KELBA,BRIMBANK,Malcolm
null,12-Apr,Gymnastics,Gymnastics Unlimited Australia,null,null,null,BRIMBA8356,3021,null,Avenue,null,144.827255,-37.740374,26336,1468,KEALBA,BRIMBANK,Sunshine
null,null,Judo,St Albans Community Youth Club,null,null,null,BRIMBA8394,3021,null,Road East,null,144.815068,-37.745952,26402,1469,ST ALBANS,BRIMBANK,Main
null,54A,Karate,Samurai Karate Sunshine,null,null,null,BRIMBA8390,3020,null,Place,null,144.833454,-37.787273,26392,1470,SUNSHINE,BRIMBANK,Station
Grass,780,Lawn Bowls,Deer Park Bowling Club,2,null,null,BRIMBA8341,3023,null,Road,null,144.781168,-37.770581,26309,1471,DEER PARK,BRIMBANK,Ballarat
Grass,1,Lawn Bowls,Keilor Bowls Club,2,null,null,BRIMBA8365,3036,null,Avenue,null,144.832315,-37.716472,26350,1472,KEILOR,BRIMBANK,Barcelona
Grass,null,Lawn Bowls,Kevin Wheelan Gardens,2,null,null,BRIMBA8373,3020,null,Street,null,144.837631,-37.786648,26368,1473,SUNSHINE,BRIMBANK,Dickson
Grass,null,Lawn Bowls,St Albans Bowls Club,1,null,null,BRIMBA4258,3021,null,Avenue,null,144.776375,-37.731574,26726,1474,ST ALBANS,BRIMBANK,Magnolia
Grass,24,Lawn Bowls,Sunshine City Bowls Club,2,null,null,BRIMBA8398,3020,null,Street,null,144.824134,-37.779357,26409,1475,SUNSHINE,BRIMBANK,Talmage
null,50,Martial Arts,Deer Park Hall,null,null,null,BRIMBA8342,3023,null,Road,null,144.774682,-37.773404,26311,1476,DEER PARK,BRIMBANK,Station
null,775,Martial Arts,Hunt Club Community Arts Centre,null,null,null,BRIMBA8359,3023,null,Road,null,144.778911,-37.771206,26340,1477,DEER PARK,BRIMBANK,Ballarat
null,null,Martial Arts,St Albans Community Youth Club,null,null,null,BRIMBA8394,3021,null,Road East,null,144.815068,-37.745952,26403,1478,ST ALBANS,BRIMBANK,Main
null,327,Martial Arts,Wright Martial Arts Centre,null,null,null,BRIMBA8409,3021,null,Road East,null,144.800567,-37.744557,26426,1479,ST ALBANS,BRIMBANK,Main
Asphalt,65-75,Netball,Copperfield Secondary College,2,null,null,BRIMBA8340,3037,null,Hub,null,144.760049,-37.702186,26308,1480,SYDENHAM,BRIMBANK,Community
null,null,Netball (Indoor),Keilor Basketball Stadium,3,null,null,BRIMBA8364,3042,null,Drive,null,144.848237,-37.713334,26349,1481,KEILOR PARK,BRIMBANK,Stadium
null,38,Roller Sports - Other,Sunshine Roller Skating Centre,null,null,null,BRIMBA8400,3020,null,Road,null,144.829672,-37.773235,26411,1482,SUNSHINE,BRIMBANK,McIntyre
null,null,Skating,Packard Street Reserve,1,null,null,BRIMBA8385,3038,null,Street,null,144.803402,-37.728044,26386,1483,KEILOR DOWNS,BRIMBANK,Packard
null,null,Soccer,Ainsworth Reserve,1,null,null,BRIMBA8324,3020,null,Road,null,144.800896,-37.7868,26288,1484,SUNSHINE,BRIMBANK,Glengala
Grass,8,Soccer,Ardeer Reserve,1,null,null,BRIMBA8326,3022,null,Street,null,144.806221,-37.778452,26290,1485,ARDEER,BRIMBANK,Helene
Grass,null,Soccer,Arthur Beachley Reserve,1,null,null,BRIMBA8327,3020,null,Street,null,144.823844,-37.797168,26292,1486,SUNSHINE,BRIMBANK,Ardoyne
Grass,null,Soccer,Balmoral Park Reserve,2,null,null,BRIMBA8328,3030,null,Boulevard,null,144.765845,-37.791913,26294,1487,DERRIMUT,BRIMBANK,Windsor
